ID,CCAA,Casos,IA,UCI,Fallecidos,Hospitalizados,Nuevos,Curados
935,Andalucía,5405,57.65,216,236,2671,723,155
936,Aragón,2078,144.32,156,106,1094,220,174
951,Asturias,1158,95.91,60,49,479,70,78
947,Baleares,1000,80.65,80,37,353,42,100
948,Canarias,1204,50.39,84,40,444,79,32
937,Cantabria,1100,179.32,46,27,481,77,24
939,Castilla La Mancha,5858,260.27,302,622,3134,612,252
938,Castilla y León,5801,227.83,307,442,2540,387,871
940,Cataluña,16157,198.74,1512,1410,11769,1131,4125
941,Ceuta y Melilla,76,39.02,5,2,29,7,0
944,C. Valenciana,5110,93.95,336,310,2042,326,185
945,Extremadura,1560,135.71,43,106,353,104,60
946,Galicia,3723,128.84,134,66,1147,584,168
942,Madrid,24090,299.02,1460,3392,14917,1413,8301
952,Murcia,939,57.7,58,25,265,67,17
943,Navarra,2146,286.14,96,102,955,135,161
950,País Vasco,6057,245.81,293,297,3427,317,1646
949,La Rioja,1733,448.55,43,71,517,104,431
