ID,CCAA,Casos,IA,UCI,Fallecidos,Hospitalizados,Nuevos,Curados
935,Andalucía,3010,34.57,116,113,1433,539,71
936,Aragón,907,65.09,75,40,459,149,4
951,Asturias,779,73.24,29,25,263,117,35
947,Baleares,562,45.55,40,13,164,84,28
948,Canarias,657,27.92,43,21,235,100,15
937,Cantabria,510,85.57,18,14,241,85,12
939,Castilla La Mancha,2780,132.9,210,263,2162,315,71
938,Castilla y León,2940,119.4,170,165,1244,480,213
940,Cataluña,9937,128.54,781,516,5434,2073,1274
941,Ceuta y Melilla,47,27.87,3,0,16,13,0
944,C. Valenciana,2616,51.03,198,143,1071,449,44
945,Extremadura,742,68.97,28,39,209,106,8
946,Galicia,1653,59.95,69,27,412,238,25
942,Madrid,14597,203.02,1150,1825,11153,2245,3031
952,Murcia,477,31.18,33,5,127,92,4
943,Navarra,1197,176.39,51,33,506,183,23
950,País Vasco,3271,139.6,119,155,1577,543,466
949,La Rioja,928,238.17,33,37,254,126,43
