ID,CCAA,Casos,IA,UCI,Fallecidos,Hospitalizados,Nuevos,Curados
935,Andalucía,8997,71.15,520,605,4463,230,1041
936,Aragón,3549,200.26,255,349,1716,100,659
951,Asturias,1705,90.54,91,102,958,26,294
947,Baleares,1412,73.95,129,89,731,43,616
948,Canarias,1762,51.31,138,91,703,37,249
937,Cantabria,1572,182.76,69,92,700,71,175
939,Castilla La Mancha,11788,443.12,354,1255,2731,711,1557
938,Castilla y León,10058,296.64,342,1028,5322,477,2988
940,Cataluña,29647,256.8,2442,3041,20250,1324,12250
941,Ceuta y Melilla,177,76.03,7,6,49,2,19
944,C. Valenciana,7655,100.7,371,724,1714,212,1344
945,Extremadura,2184,135.06,98,271,898,68,328
946,Galicia,6538,180.96,158,213,2014,207,800
942,Madrid,42450,418,1450,5586,13289,1981,19836
952,Murcia,1326,56.83,86,85,515,43,203
943,Navarra,3467,346.98,124,206,1526,112,450
950,País Vasco,9452,279.96,430,635,4982,431,4151
949,La Rioja,2951,638.58,68,177,955,105,1061
