ID,CCAA,Casos,IA,UCI,Fallecidos,Hospitalizados,Nuevos,Curados
935,Andalucía,9510,67.94,582,691,4715,249,1437
936,Aragón,3831,188.97,263,409,1822,146,797
951,Asturias,1799,87.9,100,121,1083,62,372
947,Baleares,1488,63.77,136,97,777,40,737
948,Canarias,1858,45.51,141,94,738,24,386
937,Cantabria,1659,146.11,73,102,747,40,265
939,Castilla La Mancha,13063,449.07,329,1431,2359,574,1982
938,Castilla y León,11102,290.47,332,1129,5674,584,3506
940,Cataluña,31824,246.04,2582,3231,21530,781,13513
941,Ceuta y Melilla,186,74.29,7,6,50,9,29
944,C. Valenciana,8331,95.91,561,796,3987,367,2085
945,Extremadura,2332,103.12,101,288,1003,59,397
946,Galicia,6946,171.29,151,243,2165,188,997
942,Madrid,44783,383.29,1399,5972,12432,906,22414
952,Murcia,1383,44.78,88,90,533,27,255
943,Navarra,3748,322.07,124,218,1620,173,560
950,País Vasco,10103,249.21,442,729,5290,297,4680
949,La Rioja,3076,580.81,71,196,1047,50,1256
