ID,CCAA,Casos,IA,UCI,Fallecidos,Hospitalizados,Nuevos,Curados
935,Andalucía,11852,20.88,720,1157,5768,78,4890
936,Aragón,4985,60.49,257,726,2403,30,2010
951,Asturias,2254,28.94,137,253,1814,5,759
947,Baleares,1859,26.88,166,179,1062,5,1136
948,Canarias,2178,10.87,171,131,881,11,1047
937,Cantabria,2104,56.27,78,186,995,21,1241
939,Castilla La Mancha,15664,79.2,579,2365,8444,55,5282
938,Castilla y León,16404,157.36,518,1690,7703,182,6272
940,Cataluña,47755,169.75,2724,4699,25799,944,17897
941,Ceuta y Melilla,210,8.16,7,6,54,0,194
944,C. Valenciana,10180,22.38,656,1189,5032,20,6317
945,Extremadura,2749,8.52,108,428,1490,13,1652
946,Galicia,9238,64.6,83,405,2746,62,1816
942,Madrid,59421,184.22,3309,7986,39472,295,35565
952,Murcia,1474,0.74,106,128,627,0,990
943,Navarra,4733,97.98,130,432,1942,21,1918
950,País Vasco,12513,67.72,538,1241,6457,58,9840
949,La Rioja,3892,168.56,85,320,1392,31,2049
