ID,CCAA,Casos,IA,UCI,Fallecidos,Hospitalizados,Nuevos,Curados
935,Andalucía,9712,64.59,602,737,4808,202,1630
936,Aragón,3969,180.17,266,425,1860,138,888
951,Asturias,1827,80.47,105,128,1147,28,414
947,Baleares,1507,56.11,137,102,778,19,757
948,Canarias,1887,40.03,144,95,745,29,432
937,Cantabria,1719,134.58,75,107,773,60,281
939,Castilla La Mancha,13456,439.97,316,1483,2198,393,2205
938,Castilla y León,11543,281.39,327,1180,5817,441,3757
940,Cataluña,32984,243.91,2629,3331,21921,1160,14258
941,Ceuta y Melilla,191,89.65,7,6,52,5,35
944,C. Valenciana,8578,90.81,565,818,4132,247,2289
945,Extremadura,2486,102.27,104,303,1052,154,462
946,Galicia,7176,163.14,144,261,2215,230,1082
942,Madrid,45849,365.11,1376,6084,11894,1066,23663
952,Murcia,1413,40.9,88,94,533,30,275
943,Navarra,3817,303.88,124,227,1641,69,603
950,País Vasco,10515,243.64,453,765,5402,412,4741
949,La Rioja,3223,564.08,73,207,1082,147,1337
