ID,CCAA,Casos,IA,UCI,Fallecidos,Hospitalizados,Nuevos,Curados
935,Andalucía,6972,70.88,280,343,3444,580,228
936,Aragón,2700,183.36,178,200,1320,209,320
951,Asturias,1384,106.77,79,69,640,62,135
947,Baleares,1204,90.04,105,58,517,73,239
948,Canarias,1444,56.84,113,68,566,64,94
937,Cantabria,1268,203.93,57,60,567,55,60
939,Castilla La Mancha,7682,338.49,355,854,3230,635,494
938,Castilla y León,7355,270.34,353,641,2709,508,1498
940,Cataluña,21804,248.88,1855,2093,15489,1813,6917
941,Ceuta y Melilla,117,54.4,6,2,39,4,0
944,C. Valenciana,6308,107.66,379,443,2189,386,432
945,Extremadura,1837,149.48,62,181,412,158,139
946,Galicia,4842,162.59,165,120,1447,410,333
942,Madrid,32155,380.86,1528,4175,15227,2315,12400
952,Murcia,1084,61.38,68,42,389,43,45
943,Navarra,2682,336.28,108,141,1181,185,278
950,País Vasco,7317,277.52,344,412,4087,479,2490
949,La Rioja,2083,509.79,57,101,660,123,641
