ID,CCAA,Casos,IA,UCI,Fallecidos,Hospitalizados,Nuevos,Curados
935,Andalucía,10192,51.98,631,836,5054,5,2032
936,Aragón,4245,149.55,280,492,1966,58,963
951,Asturias,2051,79.68,111,156,1330,93,458
947,Baleares,1571,43.67,145,118,826,21,871
948,Canarias,1958,32.32,147,102,771,14,589
937,Cantabria,1796,107.56,76,120,853,19,323
939,Castilla La Mancha,14329,388.86,486,1714,7830,275,2943
938,Castilla y León,13180,290.43,308,1299,6175,552,4266
940,Cataluña,35197,213.99,2775,3666,23126,471,15967
941,Ceuta y Melilla,197,73.13,7,6,52,1,40
944,C. Valenciana,9213,74.04,581,907,4397,153,3069
945,Extremadura,2684,98.9,108,334,1114,26,578
946,Galicia,7597,131.8,133,290,2403,103,1240
942,Madrid,48048,308.24,1299,6568,10753,902,26247
952,Murcia,1487,34.34,96,106,566,24,476
943,Navarra,4150,282.02,124,249,1705,58,730
950,País Vasco,11226,222.21,470,859,5679,208,5193
949,La Rioja,3420,508.21,74,234,1152,62,1519
