ID,CCAA,Casos,IA,UCI,Fallecidos,Hospitalizados,Nuevos,Curados
935,Andalucía,6392,65.76,260,308,3147,574,182
936,Aragón,2491,171.68,168,169,1234,219,257
951,Asturias,1322,105.59,76,63,590,86,109
947,Baleares,1131,88.65,95,46,468,62,170
948,Canarias,1380,55.68,110,62,532,118,77
937,Cantabria,1213,197.05,54,54,543,42,43
939,Castilla La Mancha,7047,313.45,353,774,3230,623,397
938,Castilla y León,6847,257.51,345,585,2692,636,1259
940,Cataluña,19991,236.15,1769,1849,13969,1218,5701
941,Ceuta y Melilla,113,53.77,6,2,38,25,0
944,C. Valenciana,5922,103.84,365,395,2189,414,240
945,Extremadura,1679,139.08,58,152,372,51,113
946,Galicia,4432,151.55,158,103,1338,393,259
942,Madrid,29840,363.22,1514,3865,15227,2331,10827
952,Murcia,1041,61.52,59,37,304,67,43
943,Navarra,2497,322.68,104,130,1120,192,236
950,País Vasco,6838,265.65,324,369,3806,518,2165
949,La Rioja,1960,486.43,54,90,619,150,569
