ID,CCAA,Casos,IA,UCI,Fallecidos,Hospitalizados,Nuevos,Curados
935,Andalucía,5818,61.03,235,248,2867,413,160
936,Aragón,2272,156.52,165,138,1176,194,204
951,Asturias,1236,101.97,65,55,529,78,90
947,Baleares,1069,85,85,42,399,69,111
948,Canarias,1262,51.73,94,55,483,58,57
937,Cantabria,1171,191.54,50,37,522,71,35
939,Castilla La Mancha,6424,288.12,344,708,3225,566,296
938,Castilla y León,6211,240.88,325,516,2601,410,1028
940,Cataluña,18773,226.43,1652,1672,12974,2616,4966
941,Ceuta y Melilla,88,40.86,6,2,30,12,0
944,C. Valenciana,5508,99.27,356,339,2189,398,200
945,Extremadura,1628,138.15,51,133,371,68,91
946,Galicia,4039,138.8,149,84,1250,316,187
942,Madrid,27509,339.74,1514,3603,15140,3419,9330
952,Murcia,974,58.71,59,34,283,35,20
943,Navarra,2305,304.49,99,113,1035,159,192
950,País Vasco,6320,251.61,307,325,3594,263,1796
949,La Rioja,1810,459.28,51,85,575,77,496
