ID,CCAA,Casos,IA,UCI,Fallecidos,Hospitalizados,Nuevos,Curados
935,Andalucía,11447,31.85,692,1017,5509,124,3411
936,Aragón,4938,112.86,250,643,2271,52,1182
951,Asturias,2365,67.07,122,202,1626,17,616
947,Baleares,1808,38.19,161,161,986,20,1005
948,Canarias,2085,16.72,164,120,837,18,878
937,Cantabria,2123,107.04,78,165,948,40,646
939,Castilla La Mancha,17045,293.58,534,2075,8199,249,4242
938,Castilla y León,16259,278.3,503,1521,7174,402,5429
940,Cataluña,43112,192.69,2437,4152,22796,1436,14446
941,Ceuta y Melilla,216,24.03,7,6,53,1,119
944,C. Valenciana,10084,52.78,648,1089,4866,66,4719
945,Extremadura,3196,101.15,112,397,1327,10,921
946,Galicia,8468,79.16,101,360,2652,169,1588
942,Madrid,57997,263.05,1076,7460,7930,1034,32277
952,Murcia,1681,26.64,104,120,614,35,702
943,Navarra,4781,217.97,128,397,1877,84,1190
950,País Vasco,12810,171.62,507,1103,6141,182,7277
949,La Rioja,3763,289.46,81,294,1297,29,1866
