ID,CCAA,Casos,IA,UCI,Fallecidos,Hospitalizados,Nuevos,Curados
935,Andalucía,12175,16.66,736,1256,5961,35,6897
936,Aragón,5164,44.34,260,761,2519,28,2558
951,Asturias,2305,14.67,142,280,1995,2,908
947,Baleares,1908,15.49,167,197,1099,6,1284
948,Canarias,2221,8.22,176,140,919,9,1150
937,Cantabria,2205,53.69,79,195,1010,4,1616
939,Castilla La Mancha,16017,81.41,604,2565,8676,50,5772
938,Castilla y León,17283,118.73,533,1800,8085,118,6856
940,Cataluña,50234,129.08,2844,5185,27257,384,20332
941,Ceuta y Melilla,218,11.08,7,6,54,2,239
944,C. Valenciana,10436,16.53,698,1264,5181,25,7447
945,Extremadura,2844,15.08,108,460,1603,20,2072
946,Galicia,8967,59.6,315,563,2774,65,6075
942,Madrid,62205,76.81,3421,8332,40597,19,37704
952,Murcia,1492,4.08,110,134,641,1,1260
943,Navarra,4902,82.39,133,462,1986,14,2411
950,País Vasco,12938,60.42,553,1329,6692,51,12024
949,La Rioja,3952,114.9,88,335,1446,5,2297
