ID,CCAA,Casos,IA,UCI,Fallecidos,Hospitalizados,Nuevos,Curados
935,Andalucía,11536,24.08,714,1107,5675,133,3992
936,Aragón,4867,78.53,254,695,2359,34,1781
951,Asturias,2234,42.53,131,231,1728,5,688
947,Baleares,1821,28.97,166,172,1040,14,1081
948,Canarias,2140,13.1,169,128,868,27,1017
937,Cantabria,2084,73.14,78,178,978,61,913
939,Castilla La Mancha,15365,113.24,553,2255,8342,237,4782
938,Castilla y León,15692,191.29,510,1612,7506,182,5943
940,Cataluña,45544,178.76,2569,4393,24130,652,16138
941,Ceuta y Melilla,207,12.25,7,6,54,1,145
944,C. Valenciana,9939,32.14,651,1147,4945,70,5809
945,Extremadura,2718,36.15,108,411,1413,3,1358
946,Galicia,8932,73.57,87,382,2707,127,1730
942,Madrid,58191,201.22,949,7765,6601,1097,34212
952,Murcia,1468,5.69,105,125,625,8,791
943,Navarra,4581,127.33,129,417,1915,4,1552
950,País Vasco,11881,80.53,518,1193,6315,92,8459
949,La Rioja,3790,225.38,82,307,1344,49,1964
