ID,CCAA,Casos,IA,UCI,Fallecidos,Hospitalizados,Nuevos,Curados
935,Andalucía,12317,5.13,750,1332,6114,24,9481
936,Aragón,5372,25.01,265,829,2614,13,3312
951,Asturias,2356,6.55,151,307,2239,5,1038
947,Baleares,1957,6.79,172,215,1132,4,1465
948,Canarias,2271,3.2,178,151,937,3,1475
937,Cantabria,2256,18.93,79,205,1029,10,2054
939,Castilla La Mancha,16453,32.86,632,2835,8963,22,6205
938,Castilla y León,18105,58.97,547,1919,8517,57,7544
940,Cataluña,55280,50.96,3034,5692,29267,136,25326
941,Ceuta y Melilla,233,21.11,7,6,55,0,271
944,C. Valenciana,10760,10.47,717,1341,5370,20,9268
945,Extremadura,2919,14.52,109,489,1754,0,2456
946,Galicia,9301,23.19,327,597,2905,10,7996
942,Madrid,65269,39.74,3555,8760,41856,75,39984
952,Murcia,1525,3.01,112,142,666,8,1861
943,Navarra,5094,45.86,135,494,2042,13,3297
950,País Vasco,13214,26.95,575,1442,6955,38,14986
949,La Rioja,4009,31.25,91,348,1481,1,2804
