ID,CCAA,Casos,IA,UCI,Fallecidos,Hospitalizados,Nuevos,Curados
935,Andalucía,3793,42.48,148,144,1843,387,92
936,Aragón,1338,95.35,114,58,693,222,8
951,Asturias,900,81.44,47,29,339,59,52
947,Baleares,755,63.25,46,22,237,95,67
948,Canarias,878,37.52,61,27,328,94,20
937,Cantabria,810,134.41,29,21,355,139,19
939,Castilla La Mancha,3934,183.98,273,367,2707,551,153
938,Castilla y León,4132,165.16,228,252,1791,644,423
940,Cataluña,12940,164.48,1187,880,8545,1348,2348
941,Ceuta y Melilla,59,33.15,4,1,20,10,0
944,C. Valenciana,3532,68.71,252,198,1422,332,73
945,Extremadura,1231,111.64,41,69,277,262,33
946,Galicia,2322,82.87,98,43,557,407,67
942,Madrid,19243,258.92,1312,2412,13580,2077,5044
952,Murcia,714,45.45,53,15,209,118,12
943,Navarra,1641,230.96,75,58,732,230,70
950,País Vasco,4601,189.51,154,207,2270,655,814
949,La Rioja,1236,313.45,43,55,388,241,62
