ID,CCAA,Casos,IA,UCI,Fallecidos,Hospitalizados,Nuevos,Curados
935,Andalucía,12420,3.74,758,1355,6161,19,10319
936,Aragón,5456,24.26,266,838,2648,24,3655
951,Asturias,2366,5.38,152,313,2290,7,1055
947,Baleares,1982,7.13,169,216,1134,17,1519
948,Canarias,2284,3.34,178,151,939,4,1524
937,Cantabria,2265,11.01,79,206,1032,2,2195
939,Castilla La Mancha,16587,30.5,636,2883,9027,74,6328
938,Castilla y León,18369,50.18,549,1940,8649,97,7735
940,Cataluña,55685,40.65,3049,5915,29339,123,26067
941,Ceuta y Melilla,235,11.16,7,6,55,0,285
944,C. Valenciana,10850,8.77,722,1365,5435,37,9761
945,Extremadura,2958,12.55,109,497,1772,25,2609
946,Galicia,9041,8.78,295,604,2590,5,8409
942,Madrid,66210,38.69,3577,8826,42157,38,40586
952,Murcia,1542,3.41,112,144,676,8,2073
943,Navarra,5137,38.06,136,501,2045,21,3658
950,País Vasco,13291,18.3,578,1455,7011,34,15678
949,La Rioja,4020,23.04,91,348,1490,4,2990
