ID,CCAA,Casos,IA,UCI,Fallecidos,Hospitalizados,Nuevos,Curados
935,Andalucía,11610,31.05,696,1050,5565,163,3569
936,Aragón,5054,114.08,252,656,2304,116,1530
951,Asturias,2419,69.81,128,211,1665,54,642
947,Baleares,1836,36.89,166,164,1005,28,1017
948,Canarias,2094,15.42,164,121,841,9,927
937,Cantabria,2160,101.19,78,167,956,37,718
939,Castilla La Mancha,17321,272.18,537,2140,8243,276,4337
938,Castilla y León,16839,282.59,505,1554,7264,580,5614
940,Cataluña,43802,184.42,2460,4247,23295,690,15089
941,Ceuta y Melilla,223,26.99,7,6,53,7,126
944,C. Valenciana,10538,57.62,649,1106,4896,454,5011
945,Extremadura,3230,97.97,112,404,1349,34,1051
946,Galicia,8634,77.64,96,368,2674,166,1625
942,Madrid,59199,251.36,1024,7577,7464,1202,33032
952,Murcia,1695,24.7,104,123,622,14,761
943,Navarra,4899,218.89,128,401,1894,118,1316
950,País Vasco,13044,162.7,513,1124,6201,234,7651
949,La Rioja,3792,265.47,81,298,1318,29,1899
