ID,CCAA,Casos,IA,UCI,Fallecidos,Hospitalizados,Nuevos,Curados
935,Andalucía,12458,3.59,761,1358,6178,8,NA
936,Aragón,5503,23.88,267,838,2659,25,NA
951,Asturias,2369,5.38,153,317,2328,3,NA
947,Baleares,1993,7.57,169,218,1136,2,NA
948,Canarias,2294,3.2,178,153,942,5,NA
937,Cantabria,2271,11.19,79,207,1035,3,NA
939,Castilla La Mancha,16648,29.42,637,2898,9066,30,NA
938,Castilla y León,18512,49.09,551,1953,8717,42,NA
940,Cataluña,55921,36.55,2957,5956,29421,85,NA
941,Ceuta y Melilla,237,10,7,6,55,0,NA
944,C. Valenciana,10914,9.55,725,1370,5469,21,NA
945,Extremadura,2948,9.27,110,500,1775,1,NA
946,Galicia,9056,7.3,332,607,2934,5,NA
942,Madrid,66302,35.88,3594,8863,42283,5,NA
952,Murcia,1556,4.28,112,145,678,5,NA
943,Navarra,5178,39.74,136,503,2045,30,NA
950,País Vasco,13422,16.76,578,1466,7016,15,NA
949,La Rioja,4024,19.89,91,351,1496,0,NA
